No,Comment Id,Comment,Class,Final_Class
8237.0,Ugx_ENl1L88HMrfC6ft4AaABAg,"07:08 jit baru tahu manca bisa nyanyi, enak pula didengarnya 😅",,NP
8238.0,UgwmzZ5o-zsJByYw0GF4AaABAg,Ayo maen breng,,NP
8239.0,Ugy-qK1WGT0QOBJq0Al4AaABAg,Makasih blosd strike telah endrorse beliau,,NP
8240.0,UgzNVVDeSo_XmdVZB0d4AaABAg,7:07 bagus juga suara lu ca nyanyi lagu ini  . wkowkwowkwok,,NP
8241.0,UgxTiTwMRO9q4J-cqbZ4AaABAg,tumben cepet,,NP
8242.0,UgzBmHhVAKe94IJjoKF4AaABAg,Telat dikit gak ngaruh,,P
8243.0,UgwqI40N4HN855n_R_N4AaABAg,Ingat bang manca di dunia ini selalu ada karma 😂,,NP
8244.0,UgyHDgimukc8oHgy9Xh4AaABAg,alhamdulilah manca tidak mengulangi kesalahan yg sama di eps CODM😊,,NP
8245.0,Ugw4P-dz-VEI_ID0AER4AaABAg,Sudah ku duga bang manca bakal main blood strike juga,,NP
8246.0,UgwKAWB3t9Pk1S3bENN4AaABAg,Ajirrr akakwkw,,NP
8247.0,UgzSSM8CeF7ZfSM1ohJ4AaABAg,wah blood strike😄,,NP
8248.0,Ugzuxp1AUm_iowoJXDh4AaABAg,Oke #1 gass,,NP
8249.0,UgyKjWNWa20io19Rw4F4AaABAg,Pas bgt lagi maen Bloodstrike ada notif yt video manca maen Bloodstrike 😅,,NP
8250.0,UgxEm2Ql3ZUc8XRfg_V4AaABAg,Gak main repo bang?,,NP
8251.0,UgzQJLieC8IRwcs3mfR4AaABAg,Gaberasaaa,,NP
8252.0,UgwYZzX1E3WoAvwvj4l4AaABAg,Gara gara video ini auto download bs balik anjaiiiii terima kasih buat yang sponsorin dia,,P
8253.0,UgygoHsbtMRmOimCAcB4AaABAg,Akhirnya tontonan langganan aing upload 🎉🎉🎉,,NP
8254.0,UgxQg-X6au59gjCFWl54AaABAg,1:31 kek monyet 😂,,NP
8255.0,UgyAhJUTTy2QrR3peTx4AaABAg,Ramaikan cong,,NP
8256.0,Ugy26_NTnR6Hj1ev43t4AaABAg,Rame giniii broo,,NP
8257.0,UgwYBjoYE_fpOqYN3bB4AaABAg,0:20 awal² udah ngakak cok,,NP
8258.0,UgxoSL1b-DqLNinmx5V4AaABAg,"3:38 pas awal pede tangkos,tapi malah pake double uzi mana nyantai banget lagih ngomong ""ah lama"" nya",,NP
8259.0,UgyyUXEbnJ8fDfwqfZR4AaABAg,6:42 Lagu toleransi antar umat beragama....,,NP
8260.0,UgzpOWedYQN_fHBo7wt4AaABAg,bangg main game horor lagi,,P
8261.0,UgygKCqCz-K6FHXWhS94AaABAg,leesss gourrrrr 🎉❤❤❤,,NP
8262.0,UgzY0ytutUl2ZWpUdTh4AaABAg,Gak pake lagu gimme gimme lagi ca??,,NP
8263.0,UgzwDKyf7nUkIf775-p4AaABAg,aku pertama,,NP
8264.0,UgxW7rL8s4172KepQMJ4AaABAg,TERIMAKASIH KEPADA PIHAK BS TELAH MENSPONSORI BG MANCA❤❤ LOP LOP BS,,NP
8265.0,Ugyf85KFiQfATJbJ4w94AaABAg,Semangat bang upload vidionya👍👍👍,,NP
8266.0,UgwyJVMQdUczMvuFPQp4AaABAg,"Tio Kafira Badi❌
Tio Kafir Abadi✅",,NP
8267.0,UgxGIyGPmxSPAo6mnYZ4AaABAg,Kak berasa semenit 😭😭😭,,P
8268.0,UgxSM5dplSXUAQqhvTt4AaABAg,Dah rame aja,,NP
8269.0,UgzvumWDZtaO09QL6HF4AaABAg,8:17 tiba-tiba banget jadi Beby siter 😂,,P
8270.0,UgzJNOqblY394naN59B4AaABAg,NANDO DEMO~,,NP
8271.0,Ugx9aK3OLsdbahli_694AaABAg,ca lu kalau upload beberapa bulan sekali minimal durasi 40;60 menit lah su,,NP
8272.0,Ugx_9XdVNCqmPoapq7l4AaABAg,Main game mobile pasti endorse wkwk,,NP
8273.0,Ugz6xsvVdvEtq6jeefx4AaABAg,Tumben nih😭,,NP
8274.0,UgwNrRFT_-DttgaHitF4AaABAg,"Terima kasih kepada endorse, sehingga anomali ini bisa upload cepat🥰🥰",,P
8275.0,UgyTHcdTqgKoFfDPAOF4AaABAg,Akhirnya beliau upload 😁,,NP
8276.0,UgzdpAHu8L-Qs_MeGYt4AaABAg,Manca di kick Jakson cuk,,NP
8277.0,Ugzx312OuLmU_JZEly54AaABAg,Perkara nickname doang naikin mood wkwk,,NP
8278.0,UgxN-oAeZ9oZOf75vyt4AaABAg,3:52 American technique,,NP
8279.0,Ugznk4M8iskgsGlmxM94AaABAg,Tumben gak ada endorse ca?,,NP
8280.0,Ugww3DrkFWT8as2n4g14AaABAg,Kebodohan apalagi yg akan di lakukan millya dan dengan tim nya😂😂😂😂😂😂,,NP
8281.0,Ugx79shDR-WLNHhAxQh4AaABAg,GEMES BGT NURUTIN BOCILLL,,NP
8282.0,UgxTP0ocHYqsJP22YBp4AaABAg,Epbi masih idup bang? Yang foto profilnya orang berwajah onlyfans itu😅,,NP
8283.0,UgxxQVLeWucqNAMV8qF4AaABAg,Anjirrr game kebanggaanku dimainkan oleh manca,,NP
8284.0,Ugw6Nim3xoMHy8s-Jm94AaABAg,Jir baru 27 menit dah rame aj🗿,,NP
8285.0,UgziQ_dZSkeZqJZvoqx4AaABAg,Ada apa nih baru sebulan,,NP
8286.0,UgwlcjuHpF-H2M1e2xR4AaABAg,Akhirnya main BS🗿,,NP
8287.0,UgwRr5m_TIxubKC-XsB4AaABAg,AKHIRNYA LAGI GALAU GINI MANCONG UPLOAD,,NP
8288.0,UgxQ88mOh3mPfvk4e194AaABAg,akhirnya manca upload,,NP
8289.0,UgzOgYcVpIB_1Uzeyol4AaABAg,7:52 jawa ngatain jawa ini nguwawor cik😹,,NP
8290.0,UgzuvupCHej2awMNiSV4AaABAg,"bukan ga bersyukur, mnimal 20 menit lah ca🤣",,NP
8291.0,Ugy7QP0M3fUM7yztsw14AaABAg,Ca maen apex legend ca,,NP
8292.0,UgxLwPk_jKSvziIaVm54AaABAg,Wih manconh up nih,,NP
8293.0,UgxrbC7HLxcehB5ESY14AaABAg,Absen penonton lawas,,NP
8294.0,Ugw7LCyiMTOiOu5Nr-h4AaABAg,Anjay game mobile lagi,,NP
8295.0,UgyKHSK-b3ZdV1RSD6F4AaABAg,manca butuh duit kah? xdd,,NP
8296.0,UgwHzzvFvl4FNtQx3-l4AaABAg,pin dong bang manca lagi gabut,,NP
8297.0,UgyQhX04jBoyuxDgdO14AaABAg,Aku mau zoom kampus tiba tiba dosennya bilang di pending dulu keknya mau nonton ni youtuber,,NP
8298.0,UgxyiFefmR5zt2BBjDp4AaABAg,""" Manchong ILY "" 🤣🤣",,NP
8299.0,UgxfQ8OrKZw8fcYWdNR4AaABAg,"Mantap ca.. btw 10 menit gk kerasa bjir, padahal nonton video yg dulu², durasinya pun mirip² masih berasa lama dah wkwkwk",,NP
8300.0,UgzD0SePiNSWTWEu-Ox4AaABAg,Tio kafirrr,,NP
8301.0,Ugx9TySZ1MrRRPH8Bbx4AaABAg,BJIRR UPLOAD JUGAAA,,NP
8302.0,UgzszRMyzolXWybWq2x4AaABAg,SPEEDRUN,,NP
8303.0,Ugx5XbGcbErXwfFzodt4AaABAg,"Terimakasih Bloodstrike😙
MANCHOOOOONG",,NP
8304.0,Ugx8lgtHKphI9DODUwx4AaABAg,Manchongily ngeri kali bang manca,,NP
8305.0,Ugwnn2V76wF9Xzbp2Sl4AaABAg,Ngawur cik 😂,,NP
8306.0,UgyARCMfTnuGAVjXa-V4AaABAg,TIO KAFIRA BADI😭,,NP
8307.0,Ugwn-N7LiQrAiwe9R414AaABAg,"aku paham sama jokes mu bang aris, respect bang aris",,NP
8308.0,UgxmZ7YVdwOB3g66dvl4AaABAg,"Baru selesai main bloodstrike, malah nemu ini........ BTW add me bang, namanya THANOS_REAL",,NP
8309.0,UgxOt6N5fjeA1zgot2p4AaABAg,Ga espek ada anaknya mas oddy wkwkwk 😅😂,,NP
8310.0,Ugw3oDRsBGwls8h2ob54AaABAg,manchongILYA ( I Love You Always) 😂😂,,NP
8311.0,UgyCCe_cDYD3pQKWdqd4AaABAg,mas KAF1R mas KAF1R,,NP
8312.0,UgwmL9etpccs3GpRTWx4AaABAg,Ada sponsor : Auto Upload,,NP
8313.0,Ugxjd3dCSQzA4TkLgV54AaABAg,akhirnya upload jg yg d tunggu tunggu,,NP
8314.0,Ugza_vfmkVBs-HwC1wR4AaABAg,Tio sesad njir !!!,,NP
8315.0,UgxNaJ-4y43wkNaF2yJ4AaABAg,i love you manchong,,NP
8316.0,UgxRAKDcILFMX7jO-Yt4AaABAg,War bang🗿,,NP
8317.0,UgxeZsHN3Ba_p---Mgh4AaABAg,"2:10 katanya ""izin serius ya!"" Tapi pas mau execute lagi malah malah dia yang knock🗿",,NP
8318.0,Ugyc9r16n1sU9B5VVa94AaABAg,Akhirnya uplod juga,,NP
8319.0,Ugw-79dMBMBXh9d5D6R4AaABAg,Ada angin apa yang membuatmu upload,,NP
8320.0,UgxxTuElsXvrLzPLZhF4AaABAg,Hellnaw Blud ngepost gak sampe sebulan absolutely,,P
8321.0,UgwEk41xV9Z9hnjoXJ14AaABAg,"Akhirnya seorang manca upload, udh kering nunggu upload",,NP
8322.0,UgxoO_qFNIjAGjwxH2B4AaABAg,25 MENIT YANG LALU HELL NAH HE STILL ALIVE,,NP
8323.0,UgwhUcip2LtsrtU2fk54AaABAg,"07:55 Kuriboh Jawa ngomong ""JAWA""",,NP
8324.0,Ugxe9N0VPy1U3GMesqh4AaABAg,"Suaramu bagus juga ca nyanyi lagu Jepang, gaada rencana collabs sama giant po?",,NP
8325.0,UgxsOxTyVSix4N9u-B54AaABAg,bentar lagi pasti langsung trending😂dasar mily mily haaa,,P
8326.0,UgztqxTjB0qPD1PCs9l4AaABAg,om tio kafir,,NP
8327.0,UgxYtYCfyQZTvnyFgIN4AaABAg,"Liat notif -> manca upload BS -> abis nonton langsung login nyari id nya

Btw id ku Kadenn_here",,NP
8328.0,UgyVsQPw9U0KCGahcbJ4AaABAg,akhirnya di spoinsor lagi,,NP
8329.0,Ugy3SHfQ_3n7iWI5NG94AaABAg,upload 1 tahun sekli bjir,,NP
8330.0,UgwfXaygvJ9CByVMdlp4AaABAg,Kok iso orang komen 40 mnt yg lalu padahal post video baru 24 mnt wkwkwkw,,NP
8331.0,UgxGwj68B_sLHKLDSG14AaABAg,1:06 mancongiloveyouall,,NP
8332.0,UgyFMOQI_x79Y80fWht4AaABAg,rjin rajin upload ca,,NP
8333.0,UgxM14Z7q7Mml7rKmdl4AaABAg,Balik gr gr sponsor,,NP
8334.0,UgyfY0xWSbCq1VePXJl4AaABAg,baru awal udah gay aja,,NP
8335.0,UgyTTPAf_6pXYAff-_F4AaABAg,Caa! Katanya EPEP mau endorse kamu buat mainin gamenya...,,NP
8336.0,UgxjQsVjtnYMMlLEY4x4AaABAg,it's always ✨️TIO✨️,,NP
8337.0,UgzCfUU-IidPBaqiO3h4AaABAg,Ga espek bsss🔥🔥🔥,,NP
8338.0,UgwZHh-FrZ5ALgryiud4AaABAg,"Akhirnya bang mancaaaa
Hati hati bang kalo main blood strike terus execute orang nanti orangnya baper terus blacklist bang mancaa noooo!!!!! 😭😭😭😭",,NP
8339.0,UgzcW2pLgtPfTo22wcF4AaABAg,tumben bang manca gak pakai nama Manchongu,,NP
8340.0,UgzjzmHT-kbVQtEfdZ94AaABAg,7:52 kondisi lobi game apapun wkwkwk,,NP
8341.0,UgwfynkcavAkomF_Okh4AaABAg,Terima kasih sponsor,,P
8342.0,UgzTINuUUWe0576yrNZ4AaABAg,Njer kerasa bentar banget😅,,P
8343.0,UgynoA8oy5j9-gQG-z94AaABAg,Tiba” nicknya kafir🤣,,NP
8344.0,Ugwu30fmcOrgebVFEa54AaABAg,Parah mng kafirkn orang lain. 😂,,P
8345.0,Ugzcsf1VBST6qvSe74Z4AaABAg,Danar yok bs,,NP
8346.0,UgyXQ2ySSE9fagxPoqR4AaABAg,24 menit lalu 🎉,,NP
8347.0,Ugx2Zsb383IvwKhSTm94AaABAg,Anjay 22 menit,,NP
8348.0,UgzUOpifUPyloiuU86h4AaABAg,Gak main berapa season langsung collab aja nih,,P
8349.0,Ugw74yeC5ITi8BlkaQl4AaABAg,Terimakasih sponsor,,NP
8350.0,UgxCjEtPYftPm1lZWlx4AaABAg,notice gua dongg plisss,,NP
8351.0,UgwflO2wKH4nUiw63CZ4AaABAg,perkumpulan manchong,,NP
8352.0,UgwMNy24d6Sp8Q7_NPp4AaABAg,"untung ada ini,nonton emyu bikin emosi",,P
8353.0,UgzFfCHPg3aAohf9gch4AaABAg,apa ini co bahas tentang perkafiran akwowkwk,,NP
8354.0,UgyzMfuACNULVREVoqV4AaABAg,Bang coba main codm lagi bang,,NP
8355.0,Ugw_qrUBayYtk7n_InV4AaABAg,butuh duit jelas,,NP
8356.0,UgwzEaE4JfuFe5BoWsJ4AaABAg,Terimakasih banyak blood strike telah mensponsori🙏,,NP
8357.0,UgyjmhSebW30ulDF9qN4AaABAg,Absen 100 Jawa Tercepat!,,NP
8358.0,UgxunrJkQzHb800fgCh4AaABAg,Makasih Blood Strike telah sponsori Youtuber Kesayangan kita ini :v,,NP
8359.0,Ugx8JHzGU8151s_4K-B4AaABAg,"Hm selalu aja nama akun nya MILYHYA selalu ""Manchong""🗿",,P
8360.0,Ugzbl6z2c-9IbP2Vii94AaABAg,Lah tumben cepet uploadnya biasa 2 atau 3 bulan padahal?,,NP
8361.0,UgztpwJ0EIJvV3al-id4AaABAg,Add aku dong bang manca,,NP
8362.0,UgyZyUuLp7LBpCjVayR4AaABAg,dawg man upload juga,,NP
8363.0,UgzvEL9hdOLFInzTvD14AaABAg,ADD Bang Manca🙌,,NP
8364.0,UgzBWi0ZZCFPuWDeg4R4AaABAg,"kurang lama manca, 10 berasa cmn 1 menit-_",,NP
8365.0,UgznE3Lb7M9nrO8kl5N4AaABAg,udh lumutan nungguin nih satu youtuber 🗿,,NP
8366.0,Ugy8FiYHZ-t19ta_L314AaABAg,"1:08 MANCHONG Is Living YAtim,bjir gelap🗿",,NP
8367.0,UgyZTRgLyP69wmmJsih4AaABAg,Makasih sponsor,,NP
8368.0,Ugyrlgj-iQToxR_pszZ4AaABAg,Bang kata kakak gua mau di ajak by one bang,,NP
8369.0,UgzaZ26qbW9hNKLt3ZN4AaABAg,"asw cukk, TIO KAFIRA BADI njirrr 🤣🤣🤣🤣🤣🤣",,NP
8370.0,Ugxz-36EG-qCt6VKEbV4AaABAg,Om Kaf1r,,NP
8371.0,Ugw6yVKdTN0W2PN1xX54AaABAg,"Yooo ngga kerasa udh diakhir video ajahh, sehat sehat terus manca and friends!!",,NP
8372.0,Ugy3WotngiGPM7wsCfB4AaABAg,kiana : bagi kalian semua..🎸,,P
8373.0,UgxoDz9awFXr5bEqPWR4AaABAg,Terima kasih buat para sponsor,,P
8374.0,UgwAqM_CnRVvYlZsY-N4AaABAg,terimaksih blood strike telah mensponsori manca milyhya,,NP
8375.0,Ugwcua4_kaYloOD0Pzp4AaABAg,Full png tangan😅,,NP
8376.0,Ugx3mmRYLM2dtI59eXR4AaABAg,"Tumben upload, tagihan PayLater dah numpuk kah?🗿",,NP
8377.0,UgztS7rz6X7wmqkFo4R4AaABAg,6:00 dikick Michael Jackson 😹,,NP
8378.0,UgyverK9-kjxgUpOCnh4AaABAg,"07:21 buset ketemu penghuni asli wilayah sana, sniper mereka emang kg ngotak sih anak anak PE tuh, pas terjun kg pake parasut aja bisa kena apa lg pake parasut",,NP
8379.0,Ugz_s8YmlPPk0LBw3UR4AaABAg,Beliau lagi butuh duit kyknya,,NP
8380.0,UgxhkozTTKQ-vo-mJaF4AaABAg,5:27 gimana ris??,,NP
8381.0,UgyVl6p8OON-vmd-6Eh4AaABAg,Masih 20 menit yg lalu udah 10rb aja likenya🤣 geloo,,NP
8382.0,Ugz-MD9GFG0AD2oOqHJ4AaABAg,TERIMAKASIH BLOOD STRIKE KARENA SUDAH MEMUNCULKAN KERA INI KEMBALI 🥰,,NP
8383.0,Ugw_lMNgk6LO_fg4Snd4AaABAg,"Korban paling parah dari manca si garit,kiana,ivan ,mojo,",,NP
8384.0,UgydNz9kLSwxPGtHEWN4AaABAg,bentar bg mau ambil nasi,,NP
8385.0,UgwvQG0yNhxJQohdKrZ4AaABAg,absen maassss,,NP
8386.0,UgzX9aNfl6OlmCXB-9t4AaABAg,ILYA = I Love You Always 😭😭😭😭,,NP
8387.0,UgxAEqgQRWotOTimDPp4AaABAg,Alamak dia upload,,NP
8388.0,Ugx4-u896FJnR2Zx7yt4AaABAg,eh main juga banggg,,NP
8389.0,UgyW_AFGOu9AyD9AVrl4AaABAg,Ini yang di tunggu2,,NP
8390.0,UgwIv3lRhR4iHS3feyl4AaABAg,"oh, pantes upload. btw thankyou blood strike mwehehee",,NP
8391.0,UgzyfMcFroHm4AMTS254AaABAg,Bro butuh uang,,NP
8392.0,UgyfWU87Qac7kAjyTbF4AaABAg,"Lanjut ca, gw siap menunggu beberapa bulan demi vd bloodstrike🤭🤭",,NP
8393.0,UgxXQ5kdEqHcRV7aEbJ4AaABAg,baru 18 menit udah 53k aja yg nonton,,NP
8394.0,UgyW0qAwES1KCaoLKNJ4AaABAg,akhirnya inget password youtube,,NP
8395.0,UgxA_gN5RXJ45OC9Eh94AaABAg,Bang cam kenal enemy yang baru reconnect tu bang😂😂😂,,NP
8396.0,UgycsN7zVQ3SbWNQcsR4AaABAg,Aroma ceching yang menspawn anomali kocak satu ini,,NP
8397.0,UgwDbmYHSL8RUHovqqR4AaABAg,"kakak manca yang baik hati,cobain main game repo dong🥰",,NP
8398.0,UgydjPceqjJB4G39zAx4AaABAg,Yahh kurang seru ca video kali ini,,NP
8399.0,UgzhVWNRkYXnou3fAGd4AaABAg,MANTAP KALI UPLOAD,,NP
8400.0,UgxvdMkAUOwo_J-0Rw14AaABAg,4:48 di suruh ss aja susah kali.,,NP
8401.0,Ugwc6awB1HZ3hqs4l7B4AaABAg,"Aku di jepang sudah 5 tahun bekerja,, gaji 1 bulan 50 jutaan+ lembur.. di Indonesia sudah bisa beli tanah 3 hektare, mobil fortuner, rumah 2 lantai....Aku bisa kerja di jepang karena dari Sekolah SD aku juara lomba Mengarang.. dan komen ini juga hasil karangan ku sendiri.",,NP
8402.0,UgwiUK940FXI8BO5sYp4AaABAg,"0:13 ManchongIloveyou,nggak ada nama lain po Ca?😂😂",,NP
8403.0,UgzRYDNtZ2N3r72IWJh4AaABAg,Pinter juga lu Ca boongin anak kecil 🤣🤣,,NP
8404.0,UgxgO-QxFL_ByuwA98Z4AaABAg,"Ini masuknya cepet upload sih, kalo manca",,NP
8405.0,UgzdA2999Qh1M61ALel4AaABAg,terima kasih untuk sponsor akhirnya beliau hidup kembali,,NP
8406.0,Ugz-fGqXxhIU1lAc6QZ4AaABAg,Ini kenapa nih tbtb para yucuber main bs,,P
8407.0,UgyLsIKoy2TyruadWx54AaABAg,"""Aku ada jokes nih""
""Guys, Michael Jackson hidup lagi guys!""

Jokesnya Aris tidak sepenting kebangkitannya MJ ternyata awoakwoaok",,NP
8408.0,Ugwx27x-S7y7eaq1dFB4AaABAg,Mantab 👍bang manca,,NP
8409.0,UgxWyqvgRftcCNohy5x4AaABAg,akhirnya upload lagi sekian lamaa,,NP
8410.0,UgxUBBMDNBBlbjiOXNV4AaABAg,qnjay up,,NP
8411.0,Ugw8MJZ85GVrLT1-TEx4AaABAg,Bang manca sering upload lagi dong biar seru dimana manca main game di situlah semua kebodohan wkwk 😂😂😂,,NP
8412.0,UgyRhCiSPI1kIyVs-QV4AaABAg,apa lo tega..,,NP
8413.0,Ugw3Of1iiC4_jhWQE_p4AaABAg,ca dah bisa siul ga?,,NP
8414.0,UgyKXvKhdrtAsOmV8u14AaABAg,ManchongIlya = Manchong I Love You Always 😂,,NP
8415.0,UgzPoj8N4rP8u-y2FlJ4AaABAg,Bang gimana kabar bibir? Udah bisa siul?,,NP
8416.0,Ugwlzvj___CVXEoM5Ht4AaABAg,tasdiq gaming Siti cooking,,NP
8417.0,UgzAjx310PNeANFa8u54AaABAg,Wah,,NP
8418.0,UgyOIq4rYOO8vfAgZ8B4AaABAg,sepi dongo,,NP
8419.0,UgzeiN85cx6eBt203Lp4AaABAg,siapa sangka manca bakal aplod,,NP
8420.0,UgwamQm-dgggL8xkeSd4AaABAg,Kebenaran upload nya nggak sampe BERBULAN-BULAN,,NP
8421.0,UgzXitYkuHiBtotfeYt4AaABAg,Terima kasih untuk para sponsor,,P
8422.0,Ugy3WnNtZQnLdHP5MHR4AaABAg,bang add aku bang 『RIFLE』『CAPS』,,NP
8423.0,UgzlSCrjdsu9CL5V6vZ4AaABAg,finally,,NP
8424.0,UgxcKG-1itHyVsnB8sp4AaABAg,yoooo my game manca mainnn,,NP
8425.0,Ugwt4pJ0UDnGiHzFj-B4AaABAg,Add shiyenKi,,NP
8426.0,UgypEF0k-EQkSEZ3d0d4AaABAg,Bang mancha mabar yok boleh gak😅,,NP
8427.0,UgwGQRdJFmAu7jlbxLN4AaABAg,"gua kira lu lagi hiatus ca, eh akhirnya upload juga.",,NP
8428.0,UgwUR674UM73Jq84Mpt4AaABAg,Manca Upload cepat pertanda......,,NP
8429.0,UgygfGhNlFxgJLF4cWp4AaABAg,"Butuh duit ya?
Udh ga bisa beli naspas lagi kah",,NP
8430.0,UgzhqRuM2-GWxgKtmo54AaABAg,manca i love yu wokwokwokw,,NP
8431.0,UgxfSnHxo7Ov1rNuxIl4AaABAg,omg ily,,NP
8432.0,Ugy9WA8sXAFhaXjh55t4AaABAg,Widih main blood strike lansung rame kah blood strike karena manca,,NP
8433.0,UgyU41azQPvjtD3YWP94AaABAg,"Wah akhirnya upload bang manca karena dapat sponsor

Terimakasih BloodStrike🎉",,NP
8434.0,UgyUWKaEA0AqvzeISCZ4AaABAg,"Nandodemo

Kenapa ga nick
MilyhyaAsli aja ca
Wkwk
Kayak di codm",,NP
8435.0,UgzFwgC6FwYFKNvXRLV4AaABAg,Anjay,,NP
8436.0,UgycAVlLMEjr1pbmQO54AaABAg,TIO KAFIRA BUDI,,NP
8437.0,UgxD3XDPyzojPq-aeBR4AaABAg,AKHERNYAAAAA UPLOADDDDDDD BTW MAEN R.E.P.O DONGGGGGG,,NP
8438.0,UgyqBxfmkMYjQqeQzUh4AaABAg,Tio Kafira Badi,,NP
8439.0,Ugx6qwZy3yA5qBjZNNB4AaABAg,Lu live di mana sih,,NP
8440.0,Ugw8KS01_uXVSIFAkGR4AaABAg,"TAHAN TAHAN JANGAN LOGIN😊,INGAT HP KITA APA😅",,NP
8441.0,UgwkFerdgUa39x3ERV54AaABAg,Ada yang kurangg bentarr apayaaa....,,NP
8442.0,UgxvIAf0uzMUDOLZ67J4AaABAg,"Akhirnya upload juga.
Btw komen ke 1000🎉",,NP
8443.0,Ugwn37CcEVzBKmlE_QR4AaABAg,"manca tba"" upload",,NP
8444.0,Ugz0tYfrrkbcHkWPmXd4AaABAg,Hadir ncong😂,,NP
8445.0,Ugzq3jT85vPgfZ3OrzR4AaABAg,TERIMAKASIH UNTUK SPONSOR,,NP
8446.0,UgztR9vOHoVe4OkvIA94AaABAg,"lah, TUMBEN CEPET??????? BG KAO SEHAT KAH",,NP
8447.0,Ugx0-iAyqZ-5fO1mYyx4AaABAg,aplod sesuai sponsor cik😹,,NP
8448.0,UgzLwNXydRM1qKkrped4AaABAg,baru 18 menit udah seribu lebih komennya,,NP
8449.0,Ugz5jeB6ctrhhvqmA0l4AaABAg,sapa manca,,NP
8450.0,Ugzis0u3nWwBbj_zD8J4AaABAg,Titan g ada harga diri ny di depan manca dan man teman,,NP
8451.0,Ugz6rDnW5e9lxvfQGH54AaABAg,Yes update dari sekiannya lama,,NP
8452.0,Ugw-8zhp7RzciU6LXPJ4AaABAg,bjir apaan nonton ga berasa,,NP
8453.0,UgwmmsrtuN2NzPTX8tR4AaABAg,Cepet amat ya Allah😭,,NP
8454.0,UgzDLH0taJ2OwQpzuRB4AaABAg,Manca upload = token listrik sedang tidak baik baik saja😮,,NP
8455.0,Ugx1w7SNlgaavXbDlV54AaABAg,Akhir nya orang ni main bs,,NP
8456.0,UgzqY6Aw_g8Rfcx3yWp4AaABAg,Tumben sekali,,NP
8457.0,UgwiWTKQLvxGdqaJrlZ4AaABAg,Setelah sekian lama akhirnya bang manca upload lagi kangen ketawa ayamnya sampai sekarang ngakak parah sampe tidur aja masih terngiang ngiang di kepala gw😂😂😂,,NP
8458.0,Ugxhgr5rWO-UDkfjuaJ4AaABAg,Im your fans caass,,NP
8459.0,Ugw0mNJcNDaWTpuD9T14AaABAg,Mantap Bang Manca!!!!,,NP
8460.0,UgwnnTSPzWEixxsimll4AaABAg,Tio Kafir aBadi  😂😂😂 malah ngawur,,NP
8461.0,UgwpBFdIswl-VTMt2u14AaABAg,"5:20 
Jokes terstruktur: 😴😮‍💨😒
Jokes random MJ bangkit dari kubur: 😂🤣😹",,NP
8462.0,Ugy2RMD0NuUN0seiIsd4AaABAg,Bodohnya Tio Manca dipercaya 😂😂,,NP
8463.0,UgyEw3meiLP7knHqnFd4AaABAg,7:51 jawa jawa jawa😹,,NP
8464.0,Ugxchicxs-et1w1LIPR4AaABAg,Gelap banget di ending ny 😂😂😂,,P
8465.0,UgzSVOC0GxO0o_CtVjp4AaABAg,tq ca temenin gua makan,,NP
8466.0,UgxG-8o-IzX5pDv8gV94AaABAg,Yg bener aja baru 1bulan udah upload,,NP
8467.0,UgzcRViqoo6PWIwZnbN4AaABAg,Lucu sekali manusia satu ini,,NP
8468.0,UgwTHcJ0kyjbbpBv6DV4AaABAg,"Thanks yg udah endorse manca 😂
My happiness 😂",,NP
8469.0,Ugx5AUm3IszkilXSDod4AaABAg,Jir nih bsk turun salju apa gmn nih tmbn cpt upload,,NP
8470.0,UgyvOW6YDxiQf_xSpjl4AaABAg,Main game apa yang seru rem?,,NP
8471.0,UgyS4El7Yxg6tR5T3TB4AaABAg,Halo manchong i love you hehe canda bang 😂,,NP
8472.0,UgxIRKC_S9jYkUcC5EJ4AaABAg,Terima kasih yg endorse,,P
8473.0,UgxRTnUHU685MfN27Uh4AaABAg,Njir lupa gw sama ni chanel,,NP
8474.0,UgwLDH5UnkeIN-esANx4AaABAg,"Yang endorse+sponsorin manca makasih banget jadi bisa nonton manca lagi



Btw gw rewatch berkali-kali video manca",,NP
8475.0,Ugz2HuymXUvZLiIhMAB4AaABAg,tumben up g sampe setahun,,NP
8476.0,UgwbGeKHjZddNOKNJ154AaABAg,Main repo bang,,NP
8477.0,UgxowY7ZNprwC8xokVZ4AaABAg,YouTuber ini upload tergantung sponsor,,NP
8478.0,UgxP-0mxKNU4L6on94B4AaABAg,Kaf1r,,NP
8479.0,UgwdMkTfvdjLEYuQ1GB4AaABAg,Kacau😂,,NP
8480.0,UgyqHTZRSOGddstdNUp4AaABAg,Buat bayar listrik nih.... :v,,NP
8481.0,UgxckdUG2ptDY9QyL5R4AaABAg,tumben bgt bang,,NP
8482.0,Ugy7tfDhoz0vftpm_OZ4AaABAg,Arghhh ko cepet banget ya 😊,,NP
8483.0,UgxKZ_xzOEIO_R11mkt4AaABAg,9:54  Tutorial agar Dikira mengajarkan anak kecil untuk mengkafirkan orang lain 🤣🤣🤣,,P
8484.0,UgziDkeJPwDu3AWJqT54AaABAg,KaF1r,,NP
8485.0,Ugy6zr8sBaPv6AaJgLl4AaABAg,finally akhirnya,,NP
8486.0,Ugz6VEymlSjJSqPNHHF4AaABAg,Terimakasih kepada pihak sponsor sehingga beliau ini upload konten😅,,NP
